horizon,baseline_mae,model_mae
1,550905.9950632423,542895.3005538908
2,832888.1486220498,848908.3417936687
3,949052.7739487523,995787.7603455166
4,1033898.7434195604,1101325.1243932664
5,1116044.5700625554,1234145.7258503225
6,1176289.7923585137,1318377.117704411
7,1205128.4064548681,1403469.4749790789
