horizon,baseline_mae,model_mae
1,595144.4931468192,763482.046727271
2,881617.2275370092,930038.1780744556
3,1013389.2943340741,1017492.0796298052
4,1092766.5599770774,1064852.092849503
5,1157433.3432699454,1086220.639038469
6,1167263.185587422,1120974.6244485343
7,1137237.6826152282,1182983.2646681324
