domain,model,horizon,n_origins_x,mae_model,mae_baseline,skill,n_origins_y,dm_stat,p_value,p_value_bh,significant_bh,h_relax,h_strict,h_start,h_end,n_sign_changes
pm25,mlp,28,365,83.76374268227015,85.55890410958904,0.0209815850962693,365,0.4967998890691936,0.6196300772026953,0.6860190140458412,False,48,36,13,48,1
pm25,mlp,29,365,79.25586846920018,84.18904109589042,0.0585963750444835,365,1.1324741539279242,0.2581805771238807,0.3638500290362497,False,48,36,13,48,1
pm25,mlp,30,365,80.41285374326607,86.15068493150685,0.0666022701131462,365,1.1566117582449196,0.2481895163466008,0.3638500290362497,False,48,36,13,48,1
pm25,mlp,31,365,78.20301538075208,84.33698630136986,0.072731682617857,365,1.1754696714143258,0.240575150171538,0.3638500290362497,False,48,36,13,48,1
pm25,mlp,32,365,75.76478379703462,81.99178082191781,0.0759466005307035,365,1.356051737166004,0.1759233138552223,0.2994354951058809,False,48,36,13,48,1
pm25,mlp,33,365,71.42990069369449,80.25753424657535,0.1099913377074319,365,2.075524765070976,0.038639681511841,0.0898372595150304,False,48,36,13,48,1
pm25,mlp,34,365,71.38740143649538,80.07945205479452,0.1085428333394636,365,1.8434940191372997,0.0660696352249419,0.1396471835436272,False,48,36,13,48,1
pm25,mlp,35,365,72.54869314003548,81.61917808219178,0.1111317848976888,365,2.139280703174032,0.0330776741102718,0.0788775305706482,False,48,36,13,48,1
pm25,mlp,36,365,72.79036986002085,82.88493150684931,0.1217900704423492,365,2.415948684457116,0.0161858835655972,0.0418135325444595,True,48,36,13,48,1
pm25,mlp,37,365,70.94955735760794,82.56712328767124,0.140704501591834,365,4.115995178381723,4.772638659789053e-05,0.0003698794961336,True,48,36,13,48,1
pm25,mlp,38,365,70.57754203884855,82.34794520547945,0.1429349953694739,365,5.047009562337388,7.103109509465355e-07,1.1580356329088382e-05,True,48,36,13,48,1
pm25,mlp,39,365,69.22144111133312,83.1041095890411,0.167051527852946,365,4.538564238532172,7.706032294940712e-06,0.000102380143347,True,48,36,13,48,1
pm25,mlp,40,365,70.07062049433279,83.4876712328767,0.1607069707468424,365,4.285609887353634,2.336033882599509e-05,0.0002172511510817,True,48,36,13,48,1
pm25,mlp,41,365,70.77553259472451,83.66575342465754,0.1540680661119116,365,3.995855676317104,7.803922239557615e-05,0.0004750423417027,True,48,36,13,48,1
pm25,mlp,42,365,71.72007628901567,84.36712328767123,0.1499049215596961,365,4.026543870891759,6.890576632012646e-05,0.0004577311619836,True,48,36,13,48,1
pm25,mlp,43,365,72.62627995862546,86.1972602739726,0.1574409705391172,365,2.78603259730807,0.005615103688686,0.0166013363109362,True,48,36,13,48,1
pm25,mlp,44,365,72.83269064563,88.46849315068494,0.1767386551777601,365,3.4297845929920285,0.000673318333866,0.0027225480456324,True,48,36,13,48,1
pm25,mlp,45,365,74.7367354008482,89.62191780821918,0.1660886396029104,365,3.537849700028523,0.00045559843036,0.0021185327011741,True,48,36,13,48,1
pm25,mlp,46,365,74.96606881925815,91.03561643835616,0.1765193475674362,365,3.0973921579635757,0.0021038894289344,0.0077800545957578,True,48,36,13,48,1
pm25,mlp,47,365,76.96303959453601,92.43013698630136,0.1673382502295507,365,2.682258196970622,0.0076460004099538,0.0209140599448738,True,48,36,13,48,1
pm25,mlp,48,365,76.65270531331164,94.34794520547943,0.187552997085729,365,3.694083587263186,0.0002545466188366,0.0012459387132529,True,48,36,13,48,1
pm25,ridge,1,365,15.587293854610358,15.073972602739726,-0.0340534818125737,365,-1.48575427717149,0.1382096856332768,0.2397854786890586,False,48,40,9,48,1
pm25,ridge,2,365,24.747886119994963,23.71780821917808,-0.0434305687649487,365,-1.7562926628269433,0.0798793627324219,0.1597587254648438,False,48,40,9,48,1
pm25,ridge,3,365,33.12403912709732,32.06849315068493,-0.0329153593669817,365,-1.3467811071707292,0.178888659987819,0.2975061051037398,False,48,40,9,48,1
pm25,ridge,4,365,38.95989358551561,37.394520547945206,-0.0418610270872004,365,-1.3530726435730305,0.1768721798732533,0.2975061051037398,False,48,40,9,48,1
pm25,ridge,5,365,42.4649326076819,40.95890410958904,-0.0367692576457454,365,-1.0080981745562374,0.3140769870074424,0.4434028051869776,False,48,40,9,48,1
pm25,ridge,6,365,48.37977110027738,46.605479452054794,-0.0380704515667065,365,-1.0237361509541616,0.3066397810251919,0.438371558948252,False,48,40,9,48,1
pm25,ridge,7,365,47.22520847453021,46.21917808219178,-0.0217665141199483,365,-0.571362424090435,0.5681066059354771,0.6817279271225726,False,48,40,9,48,1
pm25,ridge,8,365,49.50256070886942,49.18630136986302,-0.0064298255855474,365,-0.166945987424906,0.8675052500177833,0.8869486140999036,False,48,40,9,48,1
pm25,ridge,9,365,48.34109895309174,49.86027397260274,0.0304686456465473,365,0.7407658359487123,0.459313010749304,0.5905452995348194,False,48,40,9,48,1
pm25,ridge,10,365,50.039857727083536,51.42465753424658,0.026928712286335,365,0.7764541047750905,0.4379851483402668,0.5733623760090765,False,48,40,9,48,1
pm25,ridge,11,365,52.63002817104743,54.37534246575343,0.0320975319981704,365,0.8640503335686394,0.3881292524717727,0.5271287813813833,False,48,40,9,48,1
pm25,ridge,12,365,56.16708465767528,59.14794520547945,0.0503966881258289,365,1.488475749827365,0.1374912960492,0.2397854786890586,False,48,40,9,48,1
pm25,ridge,13,365,56.01346032496728,61.07671232876712,0.0828998780508206,365,2.655072848974424,0.0082774065980031,0.02648770111361,True,48,40,9,48,1
pm25,ridge,14,365,56.18297071968277,61.87397260273973,0.0919773152371496,365,2.864765886563393,0.0044152729447943,0.0196819594499134,True,48,40,9,48,1
pm25,ridge,15,365,57.54155269398146,63.21917808219178,0.0898085922728827,365,2.9049898699259007,0.0038969949353144,0.0187055756895095,True,48,40,9,48,1
pm25,ridge,16,365,57.27958216276402,63.56986301369863,0.0989506749382033,365,2.8578505302142143,0.0045104490406051,0.0196819594499134,True,48,40,9,48,1
pm25,ridge,17,365,58.273888906396266,64.31506849315069,0.0939310138089611,365,2.75964182043968,0.0060790427699484,0.022020092263502,True,48,40,9,48,1
pm25,ridge,18,365,58.93554114616115,65.57534246575342,0.1012545427888522,365,2.538580764822864,0.0115461955155435,0.0316116081043326,True,48,40,9,48,1
pm25,ridge,19,365,61.27696523730055,66.64383561643835,0.0805306346715435,365,1.518827691302098,0.1296739363679557,0.2305314424319213,False,48,40,9,48,1
pm25,ridge,20,365,62.96524094338691,67.72054794520548,0.0702195588503834,365,1.344130647785948,0.1797432718335094,0.2975061051037398,False,48,40,9,48,1
pm25,ridge,21,365,65.39643927811235,69.61643835616438,0.0606178537382522,365,1.2293350603878317,0.2197402680499334,0.3477208637273671,False,48,40,9,48,1
pm25,ridge,22,365,67.54242746250216,73.07123287671233,0.0756632288323164,365,1.575821285761207,0.1159356786766474,0.2113257940435092,False,48,40,9,48,1
pm25,ridge,23,365,70.09116326031237,75.97534246575343,0.0774485380976519,365,1.7078612456913893,0.0885147059651589,0.1677120744603012,False,48,40,9,48,1
pm25,ridge,24,365,71.52397235601303,78.47123287671234,0.0885325776850515,365,1.8779163871054323,0.0611918821457888,0.1277047975216463,False,48,40,9,48,1
pm25,ridge,25,365,73.13248211948836,80.1917808219178,0.0880302024730695,365,1.7147413449218134,0.0872437936704864,0.1675080838473339,False,48,40,9,48,1
pm25,ridge,26,365,74.11558158051824,82.17534246575343,0.0980800401117172,365,1.773774611021135,0.0769364128955578,0.1560400486895821,False,48,40,9,48,1
pm25,ridge,27,365,76.64956439096815,85.23287671232876,0.1007042429217814,365,2.3386571855707285,0.0198937732818913,0.0469623500424976,True,48,40,9,48,1
pm25,ridge,28,365,78.01903173443272,85.55890410958904,0.0881249292943116,365,2.8671237287389046,0.0043832421317078,0.0196819594499134,True,48,40,9,48,1
pm25,ridge,29,365,76.05043753120584,84.18904109589042,0.0966705815714754,365,2.628182945985634,0.0089476442908191,0.0280100169103904,True,48,40,9,48,1
pm25,ridge,30,365,77.6025628984681,86.15068493150685,0.0992229143602844,365,2.3740059647742733,0.0181144029571698,0.044410995187295,True,48,40,9,48,1
pm25,ridge,31,365,75.0511701964946,84.33698630136986,0.1101037221284303,365,2.3125692070364017,0.0213035052833268,0.0486937263618898,True,48,40,9,48,1
pm25,ridge,32,365,73.62882132995539,81.99178082191781,0.1019975344861258,365,2.323066884770643,0.0207260595224085,0.048137944697207,True,48,40,9,48,1
pm25,ridge,33,365,70.9482162222492,80.25753424657535,0.115993072945963,365,2.56934898779002,0.010586515696711,0.0311505684943156,True,48,40,9,48,1
pm25,ridge,34,365,69.93759804061375,80.07945205479452,0.1266473952299421,365,2.513862831742792,0.0123725307172548,0.0329934152460129,True,48,40,9,48,1
pm25,ridge,35,365,70.71339953682573,81.61917808219178,0.1336178432767818,365,2.6960872408936285,0.0073417398300505,0.0251716794173163,True,48,40,9,48,1
pm25,ridge,36,365,69.9931273420804,82.88493150684931,0.1555385753525486,365,4.084345763548212,5.43900070963943e-05,0.0005221440681253,True,48,40,9,48,1
pm25,ridge,37,365,68.35414484329566,82.56712328767124,0.1721384720508705,365,11.663283665651106,0.0,0.0,True,48,40,9,48,1
pm25,ridge,38,365,67.9571228954468,82.34794520547945,0.174756301133244,365,12.465613728011045,0.0,0.0,True,48,40,9,48,1
pm25,ridge,39,365,68.06056186484115,83.1041095890411,0.1810205030604615,365,6.413789001281713,4.413767129562984e-10,1.2711649333141396e-08,True,48,40,9,48,1
pm25,ridge,40,365,67.54272448342559,83.4876712328767,0.1909856451136959,365,8.51179797588796,4.440892098500626e-16,2.1316282072803012e-14,True,48,40,9,48,1
pm25,ridge,41,365,69.07759828787083,83.66575342465754,0.1743623231687454,365,5.842102698329932,1.144387717921802e-08,1.831020348674884e-07,True,48,40,9,48,1
pm25,ridge,42,365,69.7757734175366,84.36712328767123,0.1729506625511184,365,5.028867156286578,7.760934248590701e-07,1.1175745317970609e-05,True,48,40,9,48,1
pm25,ridge,43,365,71.51428153227222,86.1972602739726,0.1703415943271451,365,3.73517147435848,0.0002176708446717,0.0016497158754067,True,48,40,9,48,1
pm25,ridge,44,365,72.28109548761397,88.46849315068494,0.1829735885237652,365,4.380404722187173,1.5510330613865975e-05,0.000203044328036,True,48,40,9,48,1
pm25,ridge,45,365,74.01024446835162,89.62191780821918,0.1741948144121931,365,4.229064305984031,2.972054314831496e-05,0.0003056970152398,True,48,40,9,48,1
pm25,ridge,46,365,74.57701920853219,91.03561643835616,0.1807929453739541,365,3.9094561328299937,0.0001103278064658,0.0008826224517264,True,48,40,9,48,1
pm25,ridge,47,365,75.77833066794392,92.43013698630136,0.1801555949313948,365,4.315562486217488,2.0541125454798248e-05,0.0002464935054575,True,48,40,9,48,1
pm25,ridge,48,365,76.19315284576605,94.34794520547943,0.1924238235414057,365,6.16316507701804,1.892420886662194e-09,4.541810127989265e-08,True,48,40,9,48,1
load,extratrees,1,281,601390.1744456844,568627.189821345,-0.0576176890778528,281,-1.0073826753316453,0.3146206693413742,0.4864488170869016,False,0,0,0,0,0
load,extratrees,2,280,959007.3148730288,864985.1230985677,-0.1086980449301286,280,-1.549251361272768,0.1224548596544516,0.4461747440625806,False,0,0,0,0,0
load,extratrees,3,279,1077172.567674836,984547.1334109964,-0.0940792280232798,279,-1.2731921631893832,0.2040134746527733,0.4461747440625806,False,0,0,0,0,0
load,extratrees,4,278,1164054.60237428,1074526.0677357917,-0.0833190904592386,278,-1.0255775156651556,0.3059855363091577,0.4864488170869016,False,0,0,0,0,0
load,extratrees,5,277,1261108.356615038,1164833.89789752,-0.0826508044548581,277,-1.0149186992769896,0.3110334549329165,0.4864488170869016,False,0,0,0,0,0
load,extratrees,6,276,1354069.8662492945,1235409.0252543804,-0.0960498414446024,276,-1.3588750902527311,0.1752996333951633,0.4461747440625806,False,0,0,0,0,0
load,extratrees,7,275,1471630.0261452254,1303234.7284026914,-0.1292133290132067,275,-1.943013901703486,0.0530385998064355,0.4461747440625806,False,0,0,0,0,0
load,knn,1,281,713753.9376675556,568627.189821345,-0.2552230186034676,281,-3.940754085599032,0.0001026497804987,0.0001796371158728,True,0,0,0,0,0
load,knn,2,280,1049736.142025252,864985.1230985677,-0.2135886664326265,280,-2.577911563091327,0.0104532324430008,0.0120229666770753,True,0,0,0,0,0
load,knn,3,279,1219191.882265747,984547.1334109964,-0.238327593359412,279,-2.767603936767834,0.0060261637447989,0.0084366292427184,True,0,0,0,0,0
load,knn,4,278,1303838.382793954,1074526.0677357917,-0.2134078659825926,278,-2.5867283929531943,0.0101994406384922,0.0120229666770753,True,0,0,0,0,0
load,knn,5,277,1403377.948104377,1164833.89789752,-0.2047880394255521,277,-2.371710565179788,0.0183922557770448,0.0183922557770448,True,0,0,0,0,0
load,knn,6,276,1498734.7556842146,1235409.0252543804,-0.2131486212638065,276,-2.554787927728969,0.0111641833429985,0.0120229666770753,True,0,0,0,0,0
load,knn,7,275,1619917.9309365142,1303234.7284026914,-0.2429978235171535,275,-2.892574897274283,0.0041276367207525,0.0064207682322817,True,0,0,0,0,0
load,lightgbm,1,281,610784.1297840574,568627.189821345,-0.0741381008811019,281,-1.2496686432536144,0.2124641638393241,0.4461747440625806,False,0,0,0,0,0
load,lightgbm,2,280,939586.400771076,864985.1230985677,-0.0862457349616259,280,-1.3463579036525082,0.1792799215141185,0.4461747440625806,False,0,0,0,0,0
load,lightgbm,3,279,1073931.7019278882,984547.1334109964,-0.0907874955739458,279,-1.2639226820826035,0.2073165498472815,0.4461747440625806,False,0,0,0,0,0
load,lightgbm,4,278,1148809.0598767777,1074526.0677357917,-0.0691309353690348,278,-0.8967562906973958,0.3706276701614488,0.4864488170869016,False,0,0,0,0,0
load,lightgbm,5,277,1299475.555465401,1164833.89789752,-0.1155887185382431,277,-1.4261407659737928,0.154957808327844,0.4461747440625806,False,0,0,0,0,0
load,lightgbm,6,276,1380194.1351009896,1235409.0252543804,-0.1171960920528298,276,-1.750002541910933,0.0812331883617776,0.4461747440625806,False,0,0,0,0,0
load,lightgbm,7,275,1520377.0605675683,1303234.7284026914,-0.1666179755898751,275,-2.510155846284143,0.0126444234798428,0.2655328930766998,False,0,0,0,0,0
load,mlp,1,281,22432963.153554957,568627.189821345,-38.45109125119939,281,-113.9985185047898,0.0,0.0,True,0,0,0,0,0
load,mlp,2,280,22447536.27649058,864985.1230985677,-24.95135532051528,280,-67.83542879199008,0.0,0.0,True,0,0,0,0,0
load,mlp,3,279,22467144.375599746,984547.1334109964,-21.819775319198353,279,-53.54207943813495,0.0,0.0,True,0,0,0,0,0
load,mlp,4,278,22488070.534785725,1074526.0677357917,-19.928362010027264,278,-45.90931856570433,0.0,0.0,True,0,0,0,0,0
load,mlp,5,277,22507663.870408542,1164833.89789752,-18.32263811263907,277,-40.74945928513391,0.0,0.0,True,0,0,0,0,0
load,mlp,6,276,22522228.704310633,1235409.0252543804,-17.230584562609238,276,-37.05265227466627,0.0,0.0,True,0,0,0,0,0
load,mlp,7,275,22470210.01586707,1303234.7284026914,-16.24187479519339,275,-32.866531172715405,0.0,0.0,True,0,0,0,0,0
load,ridge,1,281,557528.7769748225,568627.189821345,0.0195179074184079,281,0.8979840661342864,0.3699655477343904,0.4864488170869016,False,7,7,1,7,0
load,ridge,2,280,850197.72511156,864985.1230985677,0.0170955518102277,280,0.4767668153718762,0.6339013765108472,0.7229748419034893,False,7,7,1,7,0
load,ridge,3,279,977545.3852752232,984547.1334109964,0.0071116434126575,279,0.1657697087264013,0.8684586739591797,0.9118816076571388,False,7,7,1,7,0
load,ridge,4,278,1069818.1980838648,1074526.0677357917,0.004381345221198,278,0.0882713229940236,0.9297248132991776,0.9297248132991776,False,7,7,1,7,0
load,ridge,5,277,1142576.720071562,1164833.89789752,0.0191075979726649,277,0.4485335675463339,0.6541200950555379,0.7229748419034893,False,7,7,1,7,0
load,ridge,6,276,1197975.8096323789,1235409.0252543804,0.0303002607693381,276,0.9150198793349958,0.3609828154592807,0.4864488170869016,False,7,7,1,7,0
load,ridge,7,275,1282512.1950453464,1303234.7284026914,0.0159008449557997,275,0.5268229003585772,0.5987428141273075,0.7229748419034893,False,7,7,1,7,0
wind,extratrees,1,352,2.294865340909091,2.289659090909091,-0.002273810114646,352,-0.0817382352067181,0.9349014617766452,0.9349014617766452,False,48,47,2,48,1
wind,extratrees,2,352,2.5544045454545454,2.8569886363636363,0.1059101485591551,352,3.1797027917993743,0.0016054597939603,0.0035567109281582,True,48,47,2,48,1
wind,extratrees,3,352,2.5428494318181816,2.969971590909091,0.1438135504050965,352,3.8498374523734,0.0001404369905715,0.0005185365805718,True,48,47,2,48,1
wind,extratrees,4,352,2.6743835227272728,3.1241761363636367,0.1439715925107528,352,3.870664928028392,0.0001294135906997,0.0005036637043449,True,48,47,2,48,1
wind,extratrees,5,352,2.6026835227272724,3.054090909090909,0.1478041747283823,352,2.9681929468793897,0.0032012635046405,0.0058352144894714,True,48,47,2,48,1
wind,extratrees,6,352,2.6742556818181815,3.2537784090909088,0.1781076196380082,352,3.438069170870968,0.0006562836480674,0.0017500897281799,True,48,47,2,48,1
wind,extratrees,7,352,2.5978068181818186,3.2374431818181817,0.1975745450078097,352,4.465754866692256,1.07712990888853e-05,5.657930311578748e-05,True,48,47,2,48,1
wind,extratrees,8,352,2.687728977272727,3.431988636363636,0.2168595930665695,352,3.444591762386156,0.0006411597759932,0.0017420190140193,True,48,47,2,48,1
wind,extratrees,9,352,2.674609659090909,3.4388068181818183,0.2222274176759249,352,3.474323883019816,0.0005762546476724,0.0016596133852965,True,48,47,2,48,1
wind,extratrees,10,352,2.7161221590909093,3.3134659090909095,0.1802776205909083,352,3.103207928349784,0.0020696978783352,0.0043193694852213,True,48,47,2,48,1
wind,extratrees,11,352,2.758875,3.4072443181818177,0.1902914078459163,352,3.0705473090053124,0.0023032741761601,0.0046079340195271,True,48,47,2,48,1
wind,extratrees,12,352,2.7888647727272726,3.5420738636363636,0.2126463534941169,352,3.301998136973604,0.0010586749603818,0.0025838846490674,True,48,47,2,48,1
wind,extratrees,13,352,2.9506602272727274,3.6944886363636367,0.2013346046783446,352,3.1059059262286746,0.002051413239142,0.0043193694852213,True,48,47,2,48,1
wind,extratrees,14,352,2.993513068181818,3.7011647727272727,0.1911970279626346,352,2.999975695660648,0.0028929464098508,0.005340824141263,True,48,47,2,48,1
wind,extratrees,15,352,2.9916090909090913,3.7579261363636367,0.2039201989733819,352,2.7371705552068275,0.006512500786767,0.0098715801399415,True,48,47,2,48,1
wind,extratrees,16,352,3.113372727272727,3.764375,0.1729376782938131,352,2.077789155673164,0.038455251984945,0.0450207828116429,True,48,47,2,48,1
wind,extratrees,17,352,3.1413130681818178,3.6564204545454544,0.1408775037682781,352,1.693873473520579,0.0911764413740316,0.0979806534168698,False,48,47,2,48,1
wind,extratrees,18,351,3.055388603988604,3.521880341880342,0.132455305861606,351,1.8344245609645864,0.0674397063595553,0.0758696696544997,False,48,47,2,48,1
wind,extratrees,19,351,3.075233618233618,3.5243874643874644,0.1274416762323574,351,1.9104903241945004,0.0568870128723353,0.0645018098709944,False,48,47,2,48,1
wind,extratrees,20,351,3.097558974358974,3.448034188034188,0.1016449357989193,351,1.5576291168866747,0.1202249268240862,0.1254520975555682,False,48,47,2,48,1
wind,extratrees,21,351,3.1735709401709404,3.569344729344729,0.1108813575556334,351,1.783946230794731,0.0752986563578865,0.0827710421033257,False,48,47,2,48,1
wind,extratrees,22,351,3.335156695156695,3.528233618233618,0.0547233953214201,351,1.2899918283175889,0.1979051589141147,0.2021159069761172,False,48,47,2,48,1
wind,extratrees,23,351,3.1107646723646725,3.3898860398860395,0.0823394545530947,351,1.962527329378998,0.050492960518405,0.0581678905172025,False,48,47,2,48,1
wind,extratrees,24,351,2.952733903133903,3.4789458689458685,0.1512561521894013,351,6.361364674170896,6.257594442615755e-10,1.501822666227781e-08,True,48,47,2,48,1
wind,extratrees,25,351,3.094990313390314,3.703105413105413,0.1642176043822462,351,3.389643939459246,0.0007796643397279,0.0020048511593005,True,48,47,2,48,1
wind,extratrees,26,351,3.0071749287749285,3.724472934472934,0.1925904734221175,351,3.564081259692843,0.0004157968410718,0.0013607896616896,True,48,47,2,48,1
wind,extratrees,27,351,3.098034757834758,3.717264957264957,0.1665822066893528,351,4.567632966664704,6.844130921557223e-06,3.790595587324001e-05,True,48,47,2,48,1
wind,extratrees,28,351,2.919079772079771,3.737777777777778,0.2190333546754477,351,4.662668611706322,4.446528828916385e-06,2.820677234183222e-05,True,48,47,2,48,1
wind,extratrees,29,351,3.0022,3.6527920227920223,0.1781081481597028,351,3.6283658339208418,0.0003276901602435,0.0011235091208351,True,48,47,2,48,1
wind,extratrees,30,351,3.0550159544159543,3.7214814814814807,0.1790860791278783,351,2.7087740071457147,0.0070851487082943,0.0105181589071586,True,48,47,2,48,1
wind,extratrees,31,351,2.9366569800569797,3.802165242165242,0.2276356252247933,351,5.041707889481044,7.418038625583989e-07,6.67623476302559e-06,True,48,47,2,48,1
wind,extratrees,32,351,3.0155361823361826,3.8619943019943017,0.2191764289297411,351,3.878645789588041,0.0001254725383279,0.0005018901533118,True,48,47,2,48,1
wind,extratrees,33,351,3.118906552706553,3.807464387464387,0.1808441956869846,351,2.8652249503269487,0.0044188358507504,0.007575147172715,True,48,47,2,48,1
wind,extratrees,34,351,3.0356769230769225,3.634586894586894,0.1647807546992333,351,2.5004297366147217,0.0128610037411716,0.0169906838415478,True,48,47,2,48,1
wind,extratrees,35,351,3.0155982905982905,3.63982905982906,0.1715000234818954,351,2.23141544205852,0.0262864142082428,0.0315436970498914,True,48,47,2,48,1
wind,extratrees,36,351,3.1151179487179483,3.8474074074074074,0.1903332247267558,351,2.7738248960873806,0.0058371262660967,0.0090381309926659,True,48,47,2,48,1
wind,extratrees,37,351,3.227705982905983,4.041566951566952,0.2013726305697911,351,2.6602793909034257,0.0081669200201441,0.0118791563929369,True,48,47,2,48,1
wind,extratrees,38,351,3.2549042735042732,4.277037037037037,0.2389815086195412,351,3.1393942350319857,0.001836935763581,0.0039737375143241,True,48,47,2,48,1
wind,extratrees,39,351,3.114274643874644,4.279259259259259,0.2722397837578727,351,3.030213563084886,0.0026256518765803,0.0050436184054832,True,48,47,2,48,1
wind,extratrees,40,351,3.23091396011396,4.235242165242166,0.2371359572707644,351,2.3451483922356013,0.0195775304639285,0.0245144729287452,True,48,47,2,48,1
wind,extratrees,41,351,3.1688700854700858,4.008404558404559,0.209443548100501,351,2.5918074199100505,0.0099471773422472,0.0135131465781472,True,48,47,2,48,1
wind,extratrees,42,350,3.0873531428571432,3.8541714285714286,0.1989580120982088,350,2.612439811134957,0.009378409935463,0.012912211528437,True,48,47,2,48,1
wind,extratrees,43,350,3.0899108571428573,3.8838,0.2044104080686809,350,3.6413532852970834,0.0003122900316434,0.0010968235257721,True,48,47,2,48,1
wind,extratrees,44,350,3.138775428571428,3.8398857142857143,0.1825862376856455,350,3.096159932428562,0.0021190969918229,0.0043592852403215,True,48,47,2,48,1
wind,extratrees,45,350,3.2520457142857153,3.863971428571429,0.1583670390937523,350,2.227196382139017,0.0265715080428576,0.0316222905634008,True,48,47,2,48,1
wind,extratrees,46,350,3.397634857142857,4.022428571428571,0.1553274851724259,350,2.4763103403297446,0.0137483460046632,0.0178356921141577,True,48,47,2,48,1
wind,extratrees,47,350,3.165351428571429,3.8703428571428566,0.1821521902821453,350,4.994342827369263,9.347149807492628e-07,7.858603513710705e-06,True,48,47,2,48,1
wind,extratrees,48,350,2.9351519999999995,3.904742857142857,0.2483110649320241,350,4.650698786584298,4.701128723638703e-06,2.820677234183222e-05,True,48,47,2,48,1
wind,knn,1,352,2.4467045454545455,2.289659090909091,-0.068589011861631,352,-1.822459605691316,0.069235984917384,0.0739035794061964,False,48,47,2,48,1
wind,knn,2,352,2.695778409090909,2.8569886363636363,0.0564266253007975,352,1.4115446748352702,0.1589698918023787,0.1623885991529675,False,48,47,2,48,1
wind,knn,3,352,2.7184318181818186,2.9699715909090902,0.0846943363018084,352,2.2121947066023684,0.0275966005955321,0.0308633328716693,True,48,47,2,48,1
wind,knn,4,352,2.7989204545454545,3.1241761363636367,0.1041092651699086,352,2.4006756602535773,0.0168847458745144,0.0203044412415047,True,48,47,2,48,1
wind,knn,5,352,2.7625113636363636,3.054090909090909,0.0954717963982736,352,1.756408490750364,0.0798907120474914,0.0834023916979306,False,48,47,2,48,1
wind,knn,6,352,2.832386363636364,3.2537784090909088,0.1295085259270252,352,2.4391289630864854,0.0152175338790518,0.018687861926973,True,48,47,2,48,1
wind,knn,7,352,2.7744829545454546,3.2374431818181817,0.1430018076835324,352,3.037349022901757,0.002565336783207,0.0050779928045977,True,48,47,2,48,1
wind,knn,8,352,2.84021590909091,3.431988636363636,0.1724285217621639,352,2.6961977155685863,0.0073515449043279,0.0107445656294024,True,48,47,2,48,1
wind,knn,9,352,2.843477272727273,3.4388068181818183,0.1731209622788031,352,2.3588582375664755,0.0188786498148016,0.021871606492758,True,48,47,2,48,1
wind,knn,10,352,2.8017102272727277,3.3134659090909095,0.154447245228664,352,2.190059370593,0.0291774796364638,0.0322309368077217,True,48,47,2,48,1
wind,knn,11,352,2.919306818181818,3.4072443181818177,0.1432059031975653,352,2.059398119728885,0.0401932666513573,0.0438891992169994,True,48,47,2,48,1
wind,knn,12,352,2.9896704545454544,3.5420738636363636,0.1559547966410279,352,2.2119371303916955,0.027614560990441,0.0308633328716693,True,48,47,2,48,1
wind,knn,13,352,3.0372386363636363,3.6944886363636367,0.1779001276471403,352,2.376874347584701,0.017995570871339,0.0211059164540396,True,48,47,2,48,1
wind,knn,14,352,2.9655397727272725,3.7011647727272727,0.198754998810264,352,2.746098184831617,0.0063415756791438,0.0097169304761074,True,48,47,2,48,1
wind,knn,15,352,2.937596590909091,3.7579261363636367,0.2182931531082032,352,2.9252063215606445,0.0036661540783187,0.0063324479534596,True,48,47,2,48,1
wind,knn,16,352,2.971693181818182,3.764375,0.2105746154891098,352,2.554068070075116,0.011069029339908,0.0142102403688008,True,48,47,2,48,1
wind,knn,17,352,2.9592670454545456,3.6564204545454544,0.1906655478377076,352,2.390107939837738,0.0173702637822974,0.0206271882414782,True,48,47,2,48,1
wind,knn,18,351,2.8730997150997157,3.521880341880342,0.1842142730023134,351,2.6402822116351263,0.0086546612367217,0.0119158379346169,True,48,47,2,48,1
wind,knn,19,351,2.933823361823362,3.5243874643874644,0.1675650332239342,351,2.9324002611634774,0.0035849311704243,0.0063068233553761,True,48,47,2,48,1
wind,knn,20,351,2.983527065527065,3.448034188034188,0.1347165071968008,351,1.978538477607806,0.0486516376440315,0.0525216542748068,False,48,47,2,48,1
wind,knn,21,351,3.2109116809116807,3.569344729344729,0.1004198461096389,351,1.7800146227300444,0.0759410593112774,0.0801600070507928,False,48,47,2,48,1
wind,knn,22,351,3.3517264957264956,3.528233618233618,0.050027050815158,351,1.362304301944803,0.1739778932780495,0.1758287219299437,False,48,47,2,48,1
wind,knn,23,351,3.131076923076923,3.3898860398860395,0.0763474387527838,351,1.6724962849802594,0.0953201081574897,0.0984283725539295,False,48,47,2,48,1
wind,knn,24,351,3.018957264957265,3.4789458689458685,0.1322206844592214,351,5.41444918363049,1.144294932142742e-07,1.811800309226008e-06,True,48,47,2,48,1
wind,knn,25,351,3.23394301994302,3.703105413105413,0.1266943121581177,351,4.302597335768765,2.1931772701933028e-05,0.0001302199004177,True,48,47,2,48,1
wind,knn,26,351,3.1538632478632476,3.724472934472934,0.1532054861583887,351,3.556856105074663,0.0004269829685032,0.0013084961938004,True,48,47,2,48,1
wind,knn,27,351,3.1936809116809117,3.717264957264958,0.1408519574481133,351,4.65786403013139,4.545323321725192e-06,3.566154671657679e-05,True,48,47,2,48,1
