domain,model,horizon,n_origins,mae_model,mae_baseline,skill
traffic,knn,38,104,15.412834757834757,14.738683162901914,-0.045740286800500574
traffic,knn,39,104,19.78338579822955,18.26606634106634,-0.08306766376687924
traffic,knn,40,104,22.24862777269027,22.03633527930403,-0.009633747657924685
traffic,knn,41,104,25.709259195665446,30.44198177401302,0.15546696708121976
traffic,knn,42,103,25.544276532079927,30.748677569733392,0.16925609323687707
traffic,knn,43,103,18.181873105768734,17.183191747572817,-0.05811966559338333
traffic,knn,44,103,15.355988210818305,13.836236001952022,-0.109838557874546
traffic,knn,45,103,14.596440514717212,13.900599732881284,-0.05005832807270516
traffic,knn,46,103,15.527237761339704,14.541442890532696,-0.06779209451414303
traffic,knn,47,103,14.7279770894334,13.622802691734734,-0.08112680060830657
traffic,knn,48,103,14.7702626881389,15.288506511018644,0.03389760945624343
traffic,knn,49,103,15.547961357682235,14.068193930754612,-0.10518531619703442
traffic,knn,50,103,15.39277296193558,14.344297079673291,-0.0730935699699109
traffic,knn,51,103,14.274378306878306,13.809529909590589,-0.033661420796437413
traffic,knn,52,103,14.588538809266964,13.639277687882059,-0.0695976094268016
traffic,knn,53,103,15.219814814814818,13.493088303282478,-0.12797118589317136
traffic,knn,54,103,16.435371269327582,14.757646594236395,-0.11368510991084602
traffic,knn,55,103,16.029932449786816,15.013221734216883,-0.06772102174796579
traffic,knn,56,103,18.41507255868906,15.860128037191146,-0.1610923011155212
traffic,knn,57,103,17.744940797246624,15.640964195818567,-0.1345170652580696
traffic,knn,58,103,15.174029768325884,15.36577477269225,0.012478707204997663
traffic,knn,59,103,14.054463194123388,14.031057045256075,-0.0016681671802643017
traffic,knn,60,103,13.928819733394972,14.099655185698873,0.01211628582783908
traffic,knn,61,103,16.36761172753891,15.069107335490829,-0.086169961042738
traffic,knn,62,103,15.114122425129702,14.848417193198747,-0.017894515521335252
traffic,knn,63,103,17.856375147685824,17.407677415626445,-0.025775852880671746
traffic,knn,64,103,20.65707106898854,20.917251309909076,0.012438548309513409
traffic,knn,65,103,24.313484358144557,28.6927174834335,0.15262524812497846
traffic,knn,66,102,24.571987044817924,30.223191915655153,0.1869823970482083
traffic,knn,67,102,15.88591159611993,18.917931385517168,0.16027226907686287
traffic,knn,68,102,14.804844382197325,14.92542859736487,0.008079112394054455
traffic,knn,69,102,14.289869605249505,14.39384596431165,0.007223667622951235
traffic,knn,70,102,15.14223395839817,14.489347312999273,-0.04505976917353305
traffic,knn,71,102,13.792739845938376,14.828260192966077,0.06983424444621689
traffic,knn,72,102,13.661807435937337,15.287932163606182,0.10636655829360164
traffic,lightgbm,1,105,5.605124854047576,3.8643137440161253,-0.4504838958086903
traffic,lightgbm,2,105,6.857175444160834,5.316487780297304,-0.2897942640954163
traffic,lightgbm,3,105,7.50755781210217,6.526265432098764,-0.15036047647970618
traffic,lightgbm,4,105,8.977361580295034,7.002453388762913,-0.2820308943007499
traffic,lightgbm,5,105,9.305230208730585,6.897313869992441,-0.34910928864844926
traffic,lightgbm,6,105,10.84136765973327,8.389132968002016,-0.29231086228870273
traffic,lightgbm,7,105,10.873042695379405,8.69239417989418,-0.25086857203613055
traffic,lightgbm,8,105,11.630927684416704,9.012471025447216,-0.2905370404605052
traffic,lightgbm,9,105,11.582820242643018,8.96794249181154,-0.2915805663583453
traffic,lightgbm,10,105,12.033588147822405,9.904046674225246,-0.21501730995868362
traffic,lightgbm,11,105,12.250958554620084,10.154884101788864,-0.20641047517834088
traffic,lightgbm,12,105,11.918656484928984,10.430003464348703,-0.14272795073067024
traffic,lightgbm,13,105,11.950323492529842,10.888853300579493,-0.09748227500630002
traffic,lightgbm,14,105,12.501503807700104,10.919876858150669,-0.14483926605535835
traffic,lightgbm,15,105,15.387490180310923,13.727793209876541,-0.12090049325920083
traffic,lightgbm,16,105,18.88574043659743,18.38518172083648,-0.027226204416225697
traffic,lightgbm,17,105,21.00511838198858,27.320351788863693,0.23115490809489958
traffic,lightgbm,18,104,21.376371842181097,26.823072153540902,0.20306027140298277
traffic,lightgbm,19,104,16.27998242056308,13.730522168803418,-0.18567831728586337
traffic,lightgbm,20,104,13.345824896563407,12.189002721815221,-0.0949070404814798
traffic,lightgbm,21,104,12.940457743168919,12.514915293040294,-0.03400282304469715
traffic,lightgbm,22,104,12.724882967017978,12.494200562169313,-0.018463158463066343
traffic,lightgbm,23,104,12.095910026785207,10.627130392755392,-0.13821037097945976
traffic,lightgbm,24,104,11.962121204507925,11.85423471204721,-0.00910109299177897
traffic,lightgbm,25,104,12.2772515616623,11.986406504375255,-0.02426457480654287
traffic,lightgbm,26,104,12.758495333416079,12.501018454924703,-0.02059647215303051
traffic,lightgbm,27,104,12.797089828772695,13.292096560846561,0.03724068131824798
traffic,lightgbm,28,104,12.954906118939801,12.746190094627593,-0.016374777306999322
traffic,lightgbm,29,104,14.051057709896204,12.632479904354906,-0.11229606666955871
traffic,lightgbm,30,104,15.522217833469378,13.36960183913309,-0.1610082349674422
traffic,lightgbm,31,104,15.261910919192323,14.066228187321936,-0.085003791773268
traffic,lightgbm,32,104,16.011359211885896,15.365454886548637,-0.04203613430948283
traffic,lightgbm,33,104,15.51647130966147,14.73841257122507,-0.05279121714610335
traffic,lightgbm,34,104,15.204980657813874,14.426781262718764,-0.053941304087427255
traffic,lightgbm,35,104,14.684729755528966,14.375001907814408,-0.02154628219883481
traffic,lightgbm,36,104,15.10408843229202,15.054077635327635,-0.0033220764616639364
traffic,lightgbm,37,104,15.873672106879498,15.164590646621898,-0.04675902414916533
traffic,lightgbm,38,104,15.26499300621305,14.738683162901914,-0.03570942108558839
traffic,lightgbm,39,104,18.741822117643892,18.26606634106634,-0.026045880251071907
traffic,lightgbm,40,104,21.34673418758015,22.03633527930403,0.03129381918469609
traffic,lightgbm,41,104,24.860441412650857,30.44198177401302,0.18335009864984797
traffic,lightgbm,42,103,25.109498929104443,30.748677569733392,0.18339581036745845
traffic,lightgbm,43,103,19.629677981734574,17.183191747572817,-0.14237670568434013
traffic,lightgbm,44,103,14.765265657119082,13.836236001952022,-0.06714468118612538
traffic,lightgbm,45,103,14.82362514567193,13.900599732881284,-0.06640184096570079
traffic,lightgbm,46,103,15.093005514479993,14.541442890532696,-0.03793039164678724
traffic,lightgbm,47,103,14.120696273144329,13.622802691734732,-0.03654854237239169
