horizon,baseline_mae,model_mae
1,16.927272727272726,27.594003578601175
3,37.6,42.76327295361049
6,50.127272727272725,47.939718974949386
12,85.01851851851852,69.89341853463523
24,110.83333333333333,101.59975065350103
36,125.05555555555556,93.70975987194528
48,160.35185185185185,111.58083299249584
