date,pm10
2017-07-12,38.041666666666664
2017-07-13,34.208333333333336
2017-07-14,30.916666666666668
2017-07-15,32.583333333333336
2017-07-16,27.083333333333332
2017-07-17,29.526315789473685
2017-07-18,34.041666666666664
2017-07-19,32.541666666666664
2017-07-20,34.375
2017-07-21,29.541666666666668
2017-07-22,30.541666666666668
2017-07-23,26.541666666666668
2017-07-24,24.708333333333332
2017-07-25,25.708333333333332
2017-07-26,24.416666666666668
2017-07-27,29.875
2017-07-28,25.666666666666668
2017-07-29,19.083333333333332
2017-07-30,21.291666666666668
2017-07-31,30.894736842105264
2017-08-01,48.541666666666664
2017-08-02,56.0
2017-08-03,58.125
2017-08-04,42.416666666666664
2017-08-05,36.833333333333336
2017-08-06,24.875
2017-08-07,21.583333333333332
2017-08-08,25.25
2017-08-09,19.791666666666668
2017-08-10,17.458333333333332
2017-08-11,21.833333333333332
2017-08-12,18.833333333333332
2017-08-13,20.083333333333332
2017-08-14,20.5
2017-08-15,21.916666666666668
2017-08-16,22.208333333333332
2017-08-17,28.25
2017-08-18,32.416666666666664
2017-08-19,16.875
2017-08-20,21.916666666666668
2017-08-21,24.625
2017-08-22,26.416666666666668
2017-08-23,25.208333333333332
2017-08-24,25.791666666666668
2017-08-25,27.875
2017-08-26,28.416666666666668
2017-08-27,29.208333333333332
2017-08-28,37.05
2017-08-29,41.208333333333336
2017-08-30,22.5
2017-08-31,22.708333333333332
2017-09-01,20.125
2017-09-02,17.208333333333332
2017-09-03,19.416666666666668
2017-09-04,22.25
2017-09-05,25.75
2017-09-06,26.791666666666668
2017-09-07,26.833333333333332
2017-09-08,29.0
2017-09-09,23.125
2017-09-10,11.708333333333334
2017-09-11,15.333333333333334
2017-09-12,24.208333333333332
2017-09-13,26.285714285714285
2017-09-14,27.708333333333332
2017-09-15,12.0
2017-09-16,10.541666666666666
2017-09-17,12.833333333333334
2017-09-18,17.583333333333332
2017-09-19,18.625
2017-09-20,22.375
2017-09-21,29.666666666666668
2017-09-22,28.958333333333332
2017-09-23,21.666666666666668
2017-09-24,21.458333333333332
2017-09-25,24.625
2017-09-26,21.3
2017-09-27,21.75
2017-09-28,24.75
2017-09-29,24.25
2017-09-30,22.416666666666668
2017-10-01,15.416666666666666
2017-10-02,21.625
2017-10-03,20.083333333333332
2017-10-04,23.833333333333332
2017-10-05,22.25
2017-10-06,30.666666666666668
2017-10-07,24.75
2017-10-08,27.583333333333332
2017-10-09,33.583333333333336
2017-10-10,29.1
2017-10-11,31.041666666666668
2017-10-12,27.916666666666668
2017-10-13,31.416666666666668
2017-10-14,23.916666666666668
2017-10-15,22.333333333333332
2017-10-16,29.75
2017-10-17,30.083333333333332
2017-10-18,29.791666666666668
2017-10-19,15.958333333333334
2017-10-20,22.75
2017-10-21,24.083333333333332
2017-10-22,11.791666666666666
2017-10-23,16.772727272727273
2017-10-24,53.0
2017-10-25,36.416666666666664
2017-10-26,30.416666666666668
2017-10-27,42.083333333333336
2017-10-28,26.291666666666668
2017-10-29,17.958333333333332
2017-10-30,21.333333333333332
2017-10-31,22.958333333333332
2017-11-01,22.833333333333332
2017-11-02,25.166666666666668
2017-11-03,28.208333333333332
2017-11-04,20.916666666666668
2017-11-05,9.708333333333334
2017-11-06,10.88888888888889
2017-11-07,16.791666666666668
2017-11-08,21.833333333333332
2017-11-09,20.25
2017-11-10,20.333333333333332
2017-11-11,24.541666666666668
2017-11-12,13.375
2017-11-13,18.333333333333332
2017-11-14,23.291666666666668
2017-11-15,35.375
2017-11-16,39.083333333333336
2017-11-17,51.541666666666664
2017-11-18,40.833333333333336
2017-11-19,28.25
2017-11-20,43.0
2017-11-21,55.166666666666664
2017-11-22,42.375
2017-11-23,34.916666666666664
2017-11-24,61.708333333333336
2017-11-25,31.916666666666668
2017-11-26,13.583333333333334
2017-11-27,21.454545454545453
2017-11-28,22.583333333333332
2017-11-29,27.791666666666668
2017-11-30,21.25
2017-12-01,18.333333333333332
2017-12-02,14.75
2017-12-03,16.083333333333332
2017-12-04,20.708333333333332
2017-12-05,24.541666666666668
2017-12-06,22.5
2017-12-07,30.875
2017-12-08,25.208333333333332
2017-12-09,16.625
2017-12-10,21.0
2017-12-11,27.19047619047619
2017-12-12,17.125
2017-12-13,16.625
2017-12-14,23.083333333333332
2017-12-15,17.75
2017-12-16,12.125
2017-12-17,13.666666666666666
2017-12-18,16.541666666666668
2017-12-19,21.0
2017-12-20,21.625
2017-12-21,25.208333333333332
2017-12-22,22.727272727272727
2017-12-23,11.958333333333334
2017-12-24,17.666666666666668
2017-12-25,20.25
2017-12-26,11.791666666666666
2017-12-27,16.541666666666668
2017-12-28,16.5
2017-12-29,24.125
2017-12-30,27.125
2017-12-31,15.333333333333334
2018-01-01,16.625
2018-01-02,16.166666666666668
2018-01-03,15.666666666666666
2018-01-04,17.125
2018-01-05,12.45
2018-01-06,27.708333333333332
2018-01-07,22.958333333333332
2018-01-08,20.25
2018-01-09,16.541666666666668
2018-01-10,14.416666666666666
2018-01-11,14.708333333333334
2018-01-12,19.541666666666668
2018-01-13,22.625
2018-01-14,10.333333333333334
2018-01-15,14.136363636363637
2018-01-16,14.478260869565217
2018-01-17,23.416666666666668
2018-01-18,16.958333333333332
2018-01-19,32.416666666666664
2018-01-20,13.375
2018-01-21,11.083333333333334
2018-01-22,18.625
2018-01-23,24.458333333333332
2018-01-24,31.916666666666668
2018-01-25,18.291666666666668
2018-01-26,11.791666666666666
2018-01-27,12.5
2018-01-28,18.458333333333332
2018-01-29,21.25
2018-01-30,30.041666666666668
2018-01-31,31.681818181818183
2018-02-01,19.583333333333332
2018-02-02,11.458333333333334
2018-02-03,8.791666666666666
2018-02-04,9.5
2018-02-05,20.583333333333332
2018-02-06,23.875
2018-02-07,12.916666666666666
2018-02-08,15.958333333333334
2018-02-09,15.416666666666666
2018-02-10,16.208333333333332
2018-02-11,15.416666666666666
2018-02-12,14.0
2018-02-13,11.083333333333334
2018-02-14,23.541666666666668
2018-02-15,36.0
2018-02-16,31.0
2018-02-17,19.75
2018-02-18,12.583333333333334
2018-02-19,18.541666666666668
2018-02-20,21.083333333333332
2018-02-21,16.416666666666668
2018-02-22,22.75
2018-02-23,22.916666666666668
2018-02-24,21.041666666666668
2018-02-25,24.833333333333332
2018-02-26,25.041666666666668
2018-02-27,17.791666666666668
2018-02-28,17.208333333333332
2018-03-01,30.25
2018-03-02,14.291666666666666
2018-03-03,13.083333333333334
2018-03-04,19.625
2018-03-05,14.25
2018-03-06,11.166666666666666
2018-03-07,13.363636363636363
2018-03-08,23.208333333333332
2018-03-09,25.583333333333332
2018-03-10,25.0
2018-03-11,14.708333333333334
2018-03-12,14.958333333333334
2018-03-13,17.875
2018-03-14,22.833333333333332
2018-03-15,16.75
2018-03-16,12.708333333333334
2018-03-17,9.208333333333334
2018-03-18,10.625
2018-03-19,14.041666666666666
2018-03-20,13.791666666666666
2018-03-21,15.916666666666666
2018-03-22,17.958333333333332
2018-03-23,21.25
2018-03-24,11.166666666666666
2018-03-25,14.478260869565217
2018-03-26,19.473684210526315
2018-03-27,18.083333333333332
2018-03-28,29.25
2018-03-29,23.791666666666668
2018-03-30,17.791666666666668
2018-03-31,17.916666666666668
2018-04-01,13.375
2018-04-02,19.833333333333332
2018-04-03,44.958333333333336
2018-04-04,33.208333333333336
2018-04-05,25.833333333333332
2018-04-06,30.25
2018-04-07,27.041666666666668
2018-04-08,22.833333333333332
2018-04-09,18.375
2018-04-10,21.083333333333332
2018-04-11,23.166666666666668
2018-04-12,15.782608695652174
2018-04-13,26.0
2018-04-14,20.708333333333332
2018-04-15,27.125
2018-04-16,34.73913043478261
2018-04-17,30.125
2018-04-18,36.916666666666664
2018-04-19,39.541666666666664
2018-04-20,41.875
2018-04-21,55.041666666666664
2018-04-22,48.958333333333336
2018-04-23,54.041666666666664
2018-04-24,49.666666666666664
2018-04-25,52.166666666666664
2018-04-26,38.04347826086956
2018-04-27,41.708333333333336
2018-04-28,35.708333333333336
2018-04-29,25.208333333333332
2018-04-30,18.291666666666668
2018-05-01,8.541666666666666
2018-05-02,19.208333333333332
2018-05-03,20.666666666666668
2018-05-04,24.25
2018-05-05,28.5
2018-05-06,26.958333333333332
2018-05-07,38.791666666666664
2018-05-08,41.958333333333336
2018-05-09,30.954545454545453
2018-05-10,31.666666666666668
2018-05-11,32.541666666666664
2018-05-12,30.416666666666668
2018-05-13,13.333333333333334
2018-05-14,14.916666666666666
2018-05-15,22.666666666666668
2018-05-16,36.541666666666664
2018-05-17,32.75
2018-05-18,30.791666666666668
2018-05-19,31.916666666666668
2018-05-20,21.791666666666668
2018-05-21,22.0
2018-05-22,38.083333333333336
2018-05-23,36.09090909090909
2018-05-24,35.0
2018-05-25,30.333333333333332
2018-05-26,26.875
2018-05-27,32.375
2018-05-28,39.166666666666664
2018-05-29,45.375
2018-05-30,34.0
2018-05-31,30.75
2018-06-01,36.666666666666664
2018-06-02,27.916666666666668
2018-06-03,16.166666666666668
2018-06-04,21.875
2018-06-05,26.5
2018-06-06,23.428571428571427
2018-06-07,18.416666666666668
2018-06-08,23.583333333333332
2018-06-09,21.791666666666668
2018-06-10,27.208333333333332
2018-06-11,29.625
2018-06-12,28.208333333333332
2018-06-13,29.708333333333332
2018-06-14,33.166666666666664
2018-06-15,33.63636363636363
2018-06-16,28.666666666666668
2018-06-17,25.833333333333332
2018-06-18,28.0
2018-06-19,35.0
2018-06-20,31.952380952380953
2018-06-21,44.666666666666664
2018-06-22,46.916666666666664
2018-06-23,61.375
2018-06-24,71.45833333333333
2018-06-25,30.541666666666668
2018-06-26,34.125
2018-06-27,44.333333333333336
2018-06-28,28.708333333333332
2018-06-29,31.416666666666668
2018-06-30,23.291666666666668
2018-07-01,25.625
2018-07-02,40.458333333333336
2018-07-03,43.75
2018-07-04,39.416666666666664
2018-07-05,33.22727272727273
2018-07-06,29.166666666666668
2018-07-07,32.416666666666664
2018-07-08,31.666666666666668
2018-07-09,44.208333333333336
2018-07-10,35.25
2018-07-11,31.458333333333332
2018-07-12,32.041666666666664
2018-07-13,30.916666666666668
2018-07-14,31.5
2018-07-15,40.958333333333336
2018-07-16,34.19047619047619
2018-07-17,26.454545454545453
2018-07-18,29.0
2018-07-19,31.0
2018-07-20,28.583333333333332
2018-07-21,22.625
2018-07-22,19.875
2018-07-23,22.291666666666668
2018-07-24,23.708333333333332
2018-07-25,30.125
2018-07-26,27.916666666666668
2018-07-27,37.083333333333336
2018-07-28,28.666666666666668
2018-07-29,27.458333333333332
2018-07-30,28.8
2018-07-31,31.19047619047619
2018-08-01,37.791666666666664
2018-08-02,41.166666666666664
2018-08-03,36.833333333333336
2018-08-04,29.416666666666668
2018-08-05,26.208333333333332
2018-08-06,31.08695652173913
2018-08-07,22.263157894736842
2018-08-08,22.571428571428573
2018-08-09,19.181818181818183
2018-08-10,15.136363636363637
2018-08-11,22.041666666666668
2018-08-12,25.0
2018-08-13,26.916666666666668
2018-08-14,18.833333333333332
2018-08-15,19.375
2018-08-16,23.363636363636363
2018-08-20,29.0
2018-08-21,23.583333333333332
2018-08-22,26.75
2018-08-23,34.458333333333336
2018-08-24,24.5
2018-08-25,23.833333333333332
2018-08-26,25.541666666666668
2018-08-27,29.541666666666668
2018-08-28,28.958333333333332
2018-08-29,27.458333333333332
2018-08-30,28.083333333333332
2018-08-31,23.916666666666668
2018-09-01,20.75
2018-09-02,20.541666666666668
2018-09-03,25.625
2018-09-04,28.958333333333332
2018-09-05,25.375
2018-09-06,21.041666666666668
2018-09-07,21.5
2018-09-08,19.25
2018-09-09,19.166666666666668
2018-09-10,24.666666666666668
2018-09-11,25.916666666666668
2018-09-12,25.125
2018-09-13,27.416666666666668
2018-09-14,28.583333333333332
2018-09-15,20.458333333333332
2018-09-16,20.291666666666668
2018-09-17,19.791666666666668
2018-09-18,24.666666666666668
2018-09-19,32.916666666666664
2018-09-20,37.666666666666664
2018-09-21,37.95454545454545
2018-09-22,27.416666666666668
2018-09-23,27.791666666666668
2018-09-24,27.125
2018-09-25,37.166666666666664
2018-09-26,41.875
2018-09-27,32.25
2018-09-28,44.041666666666664
2018-09-29,37.5
2018-09-30,27.75
2018-10-01,29.541666666666668
2018-10-02,35.916666666666664
2018-10-03,39.333333333333336
2018-10-04,27.25
2018-10-05,29.666666666666668
2018-10-06,29.541666666666668
2018-10-07,20.25
2018-10-08,16.833333333333332
2018-10-09,17.125
2018-10-10,19.416666666666668
2018-10-11,25.90909090909091
2018-10-12,28.958333333333332
2018-10-13,27.541666666666668
2018-10-14,29.0
2018-10-15,18.958333333333332
2018-10-16,28.75
2018-10-17,21.583333333333332
2018-10-18,24.958333333333332
2018-10-19,33.75
2018-10-20,34.708333333333336
2018-10-21,33.083333333333336
2018-10-22,31.083333333333332
2018-10-23,29.041666666666668
2018-10-24,26.5
2018-10-25,37.333333333333336
2018-10-26,45.291666666666664
2018-10-27,14.916666666666666
2018-10-28,6.625
2018-10-29,13.0
2018-10-30,18.476190476190474
2018-10-31,33.958333333333336
2018-11-01,13.166666666666666
2018-11-02,19.208333333333332
2018-11-03,13.75
2018-11-04,20.166666666666668
2018-11-05,29.708333333333332
2018-11-06,11.291666666666666
2018-11-07,22.09090909090909
2018-11-08,28.375
2018-11-09,14.916666666666666
2018-11-10,15.416666666666666
2018-11-11,19.5
2018-11-12,36.5
2018-11-13,37.0
2018-11-14,32.833333333333336
2018-11-15,23.916666666666668
2018-11-16,26.333333333333332
2018-11-17,26.041666666666668
2018-11-18,15.333333333333334
2018-11-19,24.083333333333332
2018-11-20,23.291666666666668
2018-11-21,19.458333333333332
2018-11-22,21.041666666666668
2018-11-23,28.083333333333332
2018-11-24,12.125
2018-11-25,14.125
2018-11-26,12.208333333333334
2018-11-27,17.916666666666668
2018-11-28,27.0
2018-11-29,41.833333333333336
2018-11-30,27.238095238095237
2018-12-01,14.125
2018-12-02,15.666666666666666
2018-12-03,19.125
2018-12-04,34.625
2018-12-05,35.0
2018-12-06,19.666666666666668
2018-12-07,14.75
2018-12-08,18.666666666666668
2018-12-09,21.5
2018-12-10,26.416666666666668
2018-12-11,37.041666666666664
2018-12-12,32.833333333333336
2018-12-13,22.708333333333332
2018-12-14,19.5
2018-12-15,11.666666666666666
2018-12-16,12.208333333333334
2018-12-17,16.666666666666668
2018-12-18,21.875
2018-12-19,20.375
2018-12-20,18.041666666666668
2018-12-21,19.875
2018-12-22,31.625
2018-12-23,28.666666666666668
2018-12-24,36.75
2018-12-25,30.875
2018-12-26,21.541666666666668
2018-12-27,16.916666666666668
2018-12-28,20.833333333333332
2018-12-29,17.291666666666668
2018-12-30,19.708333333333332
2018-12-31,32.666666666666664
2019-01-01,36.833333333333336
2019-01-02,15.833333333333334
2019-01-03,20.375
2019-01-04,34.708333333333336
2019-01-05,18.041666666666668
2019-01-06,17.875
2019-01-07,26.75
2019-01-08,19.625
2019-01-09,22.833333333333332
2019-01-10,21.458333333333332
2019-01-11,20.227272727272727
2019-01-12,18.458333333333332
2019-01-13,12.708333333333334
2019-01-14,24.0
2019-01-15,22.291666666666668
2019-01-16,30.041666666666668
2019-01-17,25.916666666666668
2019-01-18,16.541666666666668
2019-01-19,18.958333333333332
2019-01-20,15.833333333333334
2019-01-21,20.5
2019-01-22,13.958333333333334
2019-01-23,9.727272727272727
2019-01-24,12.416666666666666
2019-01-25,39.333333333333336
2019-01-26,21.166666666666668
2019-01-27,16.666666666666668
2019-01-28,15.75
2019-01-29,15.958333333333334
2019-01-30,14.375
2019-01-31,23.08695652173913
2019-02-01,24.083333333333332
2019-02-02,9.291666666666666
2019-02-03,10.708333333333334
2019-02-04,23.041666666666668
2019-02-05,26.875
2019-02-06,43.416666666666664
2019-02-07,36.31818181818182
2019-02-08,26.583333333333332
2019-02-09,28.041666666666668
2019-02-10,23.0
2019-02-11,24.333333333333332
2019-02-12,27.916666666666668
2019-02-13,30.458333333333332
2019-02-14,27.833333333333332
2019-02-15,39.458333333333336
2019-02-16,38.583333333333336
2019-02-17,25.833333333333332
2019-02-18,29.25
2019-02-19,31.041666666666668
2019-02-20,32.375
2019-02-21,37.291666666666664
2019-02-22,85.875
2019-02-23,53.666666666666664
2019-02-24,35.25
2019-02-25,47.083333333333336
2019-02-26,51.708333333333336
2019-02-27,57.0
2019-02-28,61.708333333333336
2019-03-01,49.041666666666664
2019-03-02,34.041666666666664
2019-03-03,34.5
2019-03-04,42.25
2019-03-05,31.458333333333332
2019-03-06,31.041666666666668
2019-03-07,17.125
2019-03-08,27.875
2019-03-09,30.083333333333332
2019-03-10,28.875
2019-03-11,30.916666666666668
2019-03-12,37.5
2019-03-13,27.416666666666668
2019-03-14,25.59090909090909
2019-03-15,25.041666666666668
2019-03-16,32.833333333333336
2019-03-17,38.916666666666664
2019-03-18,24.0
2019-03-19,24.25
2019-03-20,24.208333333333332
2019-03-21,30.25
2019-03-22,32.666666666666664
2019-03-23,42.208333333333336
2019-03-24,38.208333333333336
2019-03-25,49.708333333333336
2019-03-26,37.375
2019-03-27,36.625
2019-03-28,29.625
2019-03-29,25.208333333333332
2019-03-30,21.458333333333332
2019-03-31,21.565217391304348
2019-04-01,29.583333333333332
2019-04-02,38.291666666666664
2019-04-03,25.4
2019-04-04,16.5
2019-04-05,27.958333333333332
2019-04-06,11.916666666666666
2019-04-07,17.954545454545453
2019-04-08,23.083333333333332
2019-04-09,25.0
2019-04-12,39.57142857142857
2019-04-13,27.541666666666668
2019-04-14,26.875
2019-04-15,24.772727272727273
2019-04-16,23.375
2019-04-17,21.0
2019-04-18,22.545454545454547
2019-04-19,36.791666666666664
2019-04-20,28.166666666666668
2019-04-21,31.958333333333332
2019-04-22,49.5
2019-04-23,38.666666666666664
2019-04-24,31.875
2019-04-25,31.0
2019-04-26,21.833333333333332
2019-04-27,23.291666666666668
2019-04-28,24.166666666666668
2019-04-29,35.291666666666664
2019-04-30,32.291666666666664
2019-05-01,25.625
2019-05-02,27.047619047619047
2019-05-03,16.291666666666668
2019-05-04,12.875
2019-05-05,17.833333333333332
2019-05-06,27.25
2019-05-07,29.166666666666668
2019-05-08,41.130434782608695
2019-05-09,28.541666666666668
2019-05-10,31.583333333333332
2019-05-11,25.916666666666668
2019-05-12,19.956521739130434
2019-05-13,27.541666666666668
2019-05-14,41.708333333333336
2019-05-15,35.791666666666664
2019-05-16,32.391304347826086
2019-05-17,19.125
2019-05-18,12.708333333333334
2019-05-19,10.708333333333334
2019-05-20,17.916666666666668
2019-05-21,30.125
2019-05-22,23.272727272727273
2019-05-23,31.066666666666666
2019-05-24,19.458333333333332
2019-05-25,16.5
2019-05-26,16.458333333333332
2019-05-27,18.875
2019-05-28,20.125
2019-05-29,21.523809523809526
2019-05-30,26.0
2019-05-31,28.545454545454547
2019-06-01,24.541666666666668
2019-06-02,21.875
2019-06-03,30.875
2019-06-04,26.5
2019-06-05,27.833333333333332
2019-06-06,27.708333333333332
2019-06-07,38.916666666666664
2019-06-08,23.541666666666668
2019-06-09,32.916666666666664
2019-06-10,35.625
2019-06-11,15.833333333333334
2019-06-12,14.375
2019-06-13,16.625
2019-06-14,39.916666666666664
2019-06-15,34.333333333333336
2019-06-16,22.041666666666668
2019-06-17,37.291666666666664
2019-06-18,32.541666666666664
2019-06-19,33.833333333333336
2019-06-20,27.90909090909091
2019-06-21,18.916666666666668
2019-06-22,25.875
2019-06-23,40.5
2019-06-24,92.875
2019-06-25,38.541666666666664
2019-06-26,33.208333333333336
2019-06-27,43.833333333333336
2019-06-28,64.08333333333333
2019-06-29,58.5
2019-06-30,41.791666666666664
2019-07-01,38.23809523809524
2019-07-02,42.291666666666664
2019-07-03,42.0
2019-07-04,35.666666666666664
2019-07-05,41.73913043478261
2019-07-06,53.916666666666664
2019-07-07,64.66666666666667
2019-07-08,41.23076923076923
2019-07-09,33.625
2019-07-10,27.166666666666668
2019-07-11,41.291666666666664
2019-07-12,28.125
2019-07-13,26.125
2019-07-14,22.083333333333332
2019-07-15,25.416666666666668
2019-07-16,23.95
2019-07-17,23.833333333333332
2019-07-18,24.458333333333332
2019-07-19,25.25
2019-07-20,22.875
2019-07-21,22.916666666666668
2019-07-22,34.916666666666664
2019-07-23,37.958333333333336
2019-07-24,26.875
2019-07-25,31.875
2019-07-26,30.047619047619047
2019-07-27,19.375
2019-07-28,12.75
2019-07-29,25.208333333333332
2019-07-30,32.583333333333336
2019-07-31,26.083333333333332
2019-08-01,29.541666666666668
2019-08-02,27.791666666666668
2019-08-03,23.291666666666668
2019-08-04,21.708333333333332
2019-08-05,31.333333333333332
2019-08-06,28.545454545454547
2019-08-07,31.458333333333332
2019-08-08,46.291666666666664
2019-08-09,40.083333333333336
2019-08-10,32.333333333333336
2019-08-11,25.666666666666668
2019-08-12,19.166666666666668
2019-08-13,19.958333333333332
2019-08-14,23.25
2019-08-15,24.75
2019-08-16,20.0
2019-08-17,19.083333333333332
2019-08-18,22.708333333333332
2019-08-19,20.958333333333332
2019-08-20,19.916666666666668
2019-08-21,18.458333333333332
2019-08-22,22.375
2019-08-23,23.208333333333332
2019-08-24,33.541666666666664
2019-08-25,22.541666666666668
2019-08-26,32.416666666666664
2019-08-27,25.833333333333332
2019-08-28,26.583333333333332
2019-08-29,25.375
2019-08-30,29.791666666666668
2019-08-31,24.166666666666668
2019-09-01,21.291666666666668
2019-09-02,21.541666666666668
2019-09-03,20.291666666666668
2019-09-04,23.6
2019-09-05,26.583333333333332
2019-09-06,25.125
2019-09-07,21.541666666666668
2019-09-08,19.208333333333332
2019-09-09,19.666666666666668
2019-09-10,15.541666666666666
2019-09-11,16.333333333333332
2019-09-12,33.375
2019-09-13,30.666666666666668
2019-09-14,25.75
2019-09-15,26.25
2019-09-16,33.041666666666664
2019-09-17,45.125
2019-09-18,44.75
2019-09-19,29.5
2019-09-20,32.82608695652174
2019-09-21,25.75
2019-09-22,23.416666666666668
2019-09-23,19.708333333333332
2019-09-24,25.666666666666668
2019-09-25,27.125
2019-09-26,28.708333333333332
2019-09-27,37.125
2019-09-28,25.041666666666668
2019-09-29,28.791666666666668
2019-09-30,30.458333333333332
2019-10-01,33.875
2019-10-02,26.666666666666668
2019-10-03,23.958333333333332
2019-10-04,33.0
2019-10-05,27.375
2019-10-06,27.083333333333332
2019-10-07,32.875
2019-10-08,34.5
2019-10-09,27.208333333333332
2019-10-10,24.083333333333332
2019-10-11,36.0
2019-10-12,24.958333333333332
2019-10-13,25.291666666666668
2019-10-14,36.916666666666664
2019-10-15,15.125
2019-10-16,21.25
2019-10-17,34.041666666666664
2019-10-18,26.333333333333332
